Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Hydrate,hydrate
10/04/2024 12:02:00 am,769.6177499999999,,43.854185,False,
10/04/2024 12:04:00 am,770.5826500000005,,43.850995,False,
10/04/2024 12:06:00 am,771.1929,750.0,43.850595,False,
10/04/2024 12:08:00 am,771.0110999999999,750.0,43.85021,False,
10/04/2024 12:10:00 am,771.6737250000001,750.0,43.84792,False,
10/04/2024 12:12:00 am,770.500575,750.0,43.848245,False,
10/04/2024 12:14:00 am,769.0673999999999,750.0,43.855285,False,
10/04/2024 12:16:00 am,769.1381999999999,750.0,43.852055,False,
10/04/2024 12:18:00 am,771.164925,750.0,43.854515,False,
10/04/2024 12:20:00 am,769.32315,750.0,43.85491,False,
10/04/2024 12:22:00 am,770.1642,750.0,43.85392,False,
10/04/2024 12:26:00 am,768.6043500000001,750.0,43.855675,False,
10/04/2024 12:28:00 am,768.5740499999999,750.0,43.8555,False,
10/04/2024 12:30:00 am,770.3856000000001,750.0,43.85299,False,
10/04/2024 12:32:00 am,770.381175,750.0,43.85372,False,
10/04/2024 12:34:00 am,769.74045,750.0,43.85341,False,
10/04/2024 12:36:00 am,770.2082250000001,750.0,43.852075,False,
10/04/2024 12:38:00 am,772.2862499999999,750.0,43.84641,False,
10/04/2024 12:40:00 am,771.7146749999999,750.0,43.849405,False,
10/04/2024 12:42:00 am,772.868025,750.0,43.845555,False,
10/04/2024 12:44:00 am,773.6668500000001,750.0,43.84745,False,
10/04/2024 12:46:00 am,773.2974,750.0,43.84348,False,
10/04/2024 12:50:00 am,774.126,750.0,43.843205,False,
10/04/2024 12:52:00 am,773.64555,750.0,43.8436733333333,False,
10/04/2024 12:54:00 am,772.968975,750.0,43.844955,False,
10/04/2024 12:56:00 am,771.4329749999999,750.0,43.85132,False,
10/04/2024 12:58:00 am,767.9096999999999,750.0,43.85885,False,
10/04/2024 1:00:00 am,767.923725,750.0,43.85898,False,
10/04/2024 1:02:00 am,767.7415000000005,750.0,43.85902,False,
10/04/2024 1:04:00 am,768.5571,750.0,43.85569,False,
10/04/2024 1:06:00 am,768.68325,750.0,43.856575,False,
10/04/2024 1:08:00 am,767.0597250000001,750.0,43.859015,False,
10/04/2024 1:10:00 am,767.3344500000001,750.0,43.860195,False,
10/04/2024 1:14:00 am,766.00545,750.0,43.8615,False,
10/04/2024 1:16:00 am,766.7844,750.0,43.8622033333333,False,
10/04/2024 1:18:00 am,768.617625,750.0,43.852695,False,
10/04/2024 1:20:00 am,769.8596249999999,750.0,43.8518,False,
10/04/2024 1:22:00 am,770.499975,750.0,43.85107,False,
10/04/2024 1:24:00 am,771.79365,750.0,43.849085,False,
10/04/2024 1:26:00 am,772.9551,750.0,43.8456033333333,False,
10/04/2024 1:28:00 am,772.74495,750.0,43.84264,False,
10/04/2024 1:30:00 am,770.1711,750.0,43.84674,False,
10/04/2024 1:32:00 am,771.9664500000001,750.0,43.84853,False,
10/04/2024 1:34:00 am,771.29835,750.0,43.84812,False,
10/04/2024 1:38:00 am,769.50135,750.0,43.8537233333333,False,
10/04/2024 1:40:00 am,770.8338749999999,750.0,43.851155,False,
10/04/2024 1:42:00 am,769.572675,750.0,43.85474,False,
10/04/2024 1:44:00 am,768.0093,750.0,43.86225,False,
10/04/2024 1:46:00 am,768.95145,750.0,43.85667,False,
10/04/2024 1:48:00 am,768.362625,750.0,43.856535,False,
10/04/2024 1:50:00 am,769.3242499999994,750.0,43.8521666666667,False,
10/04/2024 1:52:00 am,769.8854999999999,750.0,43.854775,False,
10/04/2024 1:54:00 am,770.4711,750.0,43.853275,False,
10/04/2024 1:56:00 am,772.018125,750.0,43.84875,False,
10/04/2024 1:58:00 am,768.7746749999999,750.0,43.85778,False,
10/04/2024 2:02:00 am,772.1599000000006,750.0,43.84793,False,
10/04/2024 2:04:00 am,771.19695,750.0,43.84755,False,
10/04/2024 2:06:00 am,772.5428999999999,750.0,43.84761,False,
10/04/2024 2:08:00 am,772.930125,750.0,43.84476,False,
10/04/2024 2:10:00 am,773.18475,750.0,43.844015,False,
10/04/2024 2:12:00 am,772.6706999999999,750.0,43.84469,False,
