Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation,ratio
10/04/2024 12:02:00 am,769.6177499999999,,43.854185,,17.549471048202125
10/04/2024 12:04:00 am,770.5826500000005,,43.850995,,17.572751769942748
10/04/2024 12:06:00 am,771.1929,750.0,43.850595,21.19290000000001,17.586828639383345
10/04/2024 12:08:00 am,771.0110999999999,750.0,43.85021,21.011099999999942,17.58283711754174
10/04/2024 12:10:00 am,771.6737250000001,750.0,43.84792,21.673725000000104,17.598867289486027
10/04/2024 12:12:00 am,770.500575,750.0,43.848245,20.500575000000026,17.5719820713463
10/04/2024 12:14:00 am,769.0673999999999,750.0,43.855285,19.067399999999907,17.536481634995642
10/04/2024 12:16:00 am,769.1381999999999,750.0,43.852055,19.13819999999987,17.53938783484605
10/04/2024 12:18:00 am,771.164925,750.0,43.854515,21.16492500000004,17.58461871029699
10/04/2024 12:20:00 am,769.32315,750.0,43.85491,19.323150000000055,17.542463318246465
10/04/2024 12:22:00 am,770.1642,750.0,43.85392,20.16420000000005,17.56203778362345
10/04/2024 12:26:00 am,768.6043500000001,750.0,43.855675,18.604350000000068,17.525767189765066
10/04/2024 12:28:00 am,768.5740499999999,750.0,43.8555,18.574049999999943,17.5251462188323
10/04/2024 12:30:00 am,770.3856000000001,750.0,43.85299,20.385600000000068,17.567458912151718
10/04/2024 12:32:00 am,770.381175,750.0,43.85372,20.381174999999985,17.56706557619285
10/04/2024 12:34:00 am,769.74045,750.0,43.85341,19.74045000000001,17.552579149489176
10/04/2024 12:36:00 am,770.2082250000001,750.0,43.852075,20.208225000000084,17.563780619275146
10/04/2024 12:38:00 am,772.2862499999999,750.0,43.84641,22.28624999999988,17.61344315304263
10/04/2024 12:40:00 am,771.7146749999999,750.0,43.849405,21.714674999999943,17.59920516595379
10/04/2024 12:42:00 am,772.868025,750.0,43.845555,22.86802499999999,17.627055353729702
10/04/2024 12:44:00 am,773.6668500000001,750.0,43.84745,23.666850000000068,17.644511824518872
10/04/2024 12:46:00 am,773.2974,750.0,43.84348,23.29740000000004,17.637682957648437
10/04/2024 12:50:00 am,774.126,750.0,43.843205,24.125999999999976,17.656692753187183
10/04/2024 12:52:00 am,773.64555,750.0,43.8436733333333,23.645549999999957,17.645545894801103
10/04/2024 12:54:00 am,772.968975,750.0,43.844955,22.968975,17.629599004035928
10/04/2024 12:56:00 am,771.4329749999999,750.0,43.85132,21.432974999999942,17.592012623565264
10/04/2024 12:58:00 am,767.9096999999999,750.0,43.85885,17.90969999999993,17.508660167788257
10/04/2024 1:00:00 am,767.923725,750.0,43.85898,17.92372499999999,17.50892804620627
10/04/2024 1:02:00 am,767.7415000000005,750.0,43.85902,17.741500000000542,17.504757288238554
10/04/2024 1:04:00 am,768.5571,750.0,43.85569,18.55709999999999,17.524683798157092
10/04/2024 1:06:00 am,768.68325,750.0,43.856575,18.683250000000044,17.527206581909326
10/04/2024 1:08:00 am,767.0597250000001,750.0,43.859015,17.05972500000007,17.48921458906453
10/04/2024 1:10:00 am,767.3344500000001,750.0,43.860195,17.33445000000006,17.495007717133955
10/04/2024 1:14:00 am,766.00545,750.0,43.8615,16.005449999999996,17.464187271297153
10/04/2024 1:16:00 am,766.7844,750.0,43.8622033333333,16.784400000000005,17.48166625768383
10/04/2024 1:18:00 am,768.617625,750.0,43.852695,18.617624999999975,17.52726086731956
10/04/2024 1:20:00 am,769.8596249999999,750.0,43.8518,19.859624999999937,17.555941261248112
10/04/2024 1:22:00 am,770.499975,750.0,43.85107,20.49997499999995,17.570836355874555
10/04/2024 1:24:00 am,771.79365,750.0,43.849085,21.793649999999957,17.601134664497557
10/04/2024 1:26:00 am,772.9551,750.0,43.8456033333333,22.955100000000016,17.629021868479263
10/04/2024 1:28:00 am,772.74495,750.0,43.84264,22.744950000000017,17.62542013893324
10/04/2024 1:30:00 am,770.1711,750.0,43.84674,20.171100000000024,17.56507097220911
10/04/2024 1:32:00 am,771.9664500000001,750.0,43.84853,21.966450000000123,17.605298284799975
10/04/2024 1:34:00 am,771.29835,750.0,43.84812,21.298350000000028,17.590226217224366
10/04/2024 1:38:00 am,769.50135,750.0,43.8537233333333,19.501350000000002,17.547001520281416
10/04/2024 1:40:00 am,770.8338749999999,750.0,43.851155,20.83387499999992,17.578416691647003
10/04/2024 1:42:00 am,769.572675,750.0,43.85474,19.572675000000004,17.548221127294337
10/04/2024 1:44:00 am,768.0093,750.0,43.86225,18.009300000000053,17.50957372227827
10/04/2024 1:46:00 am,768.95145,750.0,43.85667,18.951450000000023,17.53328399078179
10/04/2024 1:48:00 am,768.362625,750.0,43.856535,18.36262499999998,17.519911798777535
10/04/2024 1:50:00 am,769.3242499999994,750.0,43.8521666666667,19.324249999999438,17.543585835743553
10/04/2024 1:52:00 am,769.8854999999999,750.0,43.854775,19.885499999999865,17.555340324970313
10/04/2024 1:54:00 am,770.4711,750.0,43.853275,20.47109999999998,17.569294425558866
10/04/2024 1:56:00 am,772.018125,750.0,43.84875,22.018125000000055,17.606388437526725
10/04/2024 1:58:00 am,768.7746749999999,750.0,43.85778,18.77467499999989,17.528809597749817
10/04/2024 2:02:00 am,772.1599000000006,750.0,43.84793,22.15990000000056,17.609951028475017
10/04/2024 2:04:00 am,771.19695,750.0,43.84755,21.196950000000015,17.58814232494176
10/04/2024 2:06:00 am,772.5428999999999,750.0,43.84761,22.542899999999918,17.618814343586795
10/04/2024 2:08:00 am,772.930125,750.0,43.84476,22.930124999999975,17.628791331050735
10/04/2024 2:10:00 am,773.18475,750.0,43.844015,23.184750000000008,17.634898400614087
10/04/2024 2:12:00 am,772.6706999999999,750.0,43.84469,22.670699999999897,17.622902568133107
10/04/2024 2:14:00 am,771.6218500000006,750.0,43.8497766666667,21.621850000000563,17.596939110218198
10/04/2024 2:16:00 am,770.82075,750.0,43.84902,20.820749999999975,17.578973258695402
10/04/2024 2:18:00 am,770.12835,750.0,43.85088,20.128349999999955,17.562437743552696
10/04/2024 2:20:00 am,770.6007749999999,750.0,43.851095,20.600774999999885,17.57312502686649
10/04/2024 2:24:00 am,770.333475,750.0,43.852915,20.33347500000002,17.56630032461924
10/04/2024 2:26:00 am,770.35365,750.0,43.8533633333333,20.353650000000016,17.566580792092815
10/04/2024 2:28:00 am,770.266275,750.0,43.85208,20.26627499999995,17.56510238510921
10/04/2024 2:30:00 am,772.953825,750.0,43.84787,22.95382500000005,17.62808147807408
10/04/2024 2:32:00 am,769.6722750000001,750.0,43.85481,19.672275000000127,17.55046424782139
10/04/2024 2:34:00 am,772.223475,750.0,43.84901,22.223475000000008,17.610967157525337
10/04/2024 2:36:00 am,770.9052499999995,750.0,43.8497166666667,20.905249999999455,17.58062100743332
10/04/2024 2:38:00 am,772.764225,750.0,43.846885,22.76422500000001,17.624153346355165
10/04/2024 2:40:00 am,772.6071000000001,750.0,43.845545,22.60710000000006,17.621108370303073
10/04/2024 2:42:00 am,771.0907500000001,750.0,43.84998,21.09075000000007,17.584745762711865
10/04/2024 2:44:00 am,771.289575,750.0,43.84789,21.289575000000013,17.59011836145365
10/04/2024 2:48:00 am,770.742675,750.0,43.85128,20.742674999999963,17.57628682674713
10/04/2024 2:50:00 am,769.4388499999995,750.0,43.8553733333333,19.438849999999547,17.544916198790393
10/04/2024 2:52:00 am,769.4372250000001,750.0,43.85469,19.437225000000126,17.545152525305735
10/04/2024 2:54:00 am,768.343875,750.0,43.85877,18.343875000000025,17.51859149264788
10/04/2024 2:56:00 am,766.9251750000001,750.0,43.859515,16.92517500000008,17.48594746202734
10/04/2024 2:58:00 am,769.7448749999999,750.0,43.853295,19.744874999999865,17.552726083638635
10/04/2024 3:00:00 am,769.3806,750.0,43.8543433333333,19.38059999999996,17.54400001276956
10/04/2024 3:02:00 am,771.2109750000001,750.0,43.849965,21.210975000000076,17.587493513392772
10/04/2024 3:04:00 am,772.8706500000001,750.0,43.84481,22.87065000000007,17.627414738483303
10/04/2024 3:06:00 am,772.6885500000001,750.0,43.844735,22.688550000000077,17.62329159932202
10/04/2024 3:08:00 am,771.6551999999999,750.0,43.848755,21.655199999999923,17.598109684071986
10/04/2024 3:12:00 am,773.1138000000001,750.0,43.844735,23.113800000000083,17.63299059738872
10/04/2024 3:14:00 am,772.9859999999999,750.0,43.84551,22.985999999999876,17.62976414232609
10/04/2024 3:16:00 am,772.620975,750.0,43.847105,22.620975000000044,17.62079788391959
10/04/2024 3:18:00 am,772.0884,750.0,43.84928,22.08839999999998,17.607778280509965
