Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation,ratio
10/14/2024 12:00:00 am,1467.3729,,,,
10/14/2024 12:02:00 am,1466.604825,,,,
10/14/2024 12:04:00 am,1469.3316,1455.0,,14.33159999999998,
10/14/2024 12:06:00 am,1470.3357,1455.0,,15.335700000000088,
10/14/2024 12:08:00 am,1468.70685,1455.0,26.18433,13.706850000000031,56.09106095133998
10/14/2024 12:10:00 am,1460.9364,1455.0,26.18433,5.936400000000049,55.79430140087602
10/14/2024 12:12:00 am,1470.5415,1455.0,26.18433,15.541500000000042,56.161127666814465
10/14/2024 12:14:00 am,1463.54265,1455.0,26.18433,8.542650000000094,55.893836122596994
10/14/2024 12:16:00 am,1468.5693,1455.0,26.18433,13.569300000000112,56.08580780947995
10/14/2024 12:18:00 am,1466.0652,1455.0,26.18433,11.065200000000004,55.990174275988736
10/14/2024 12:22:00 am,1466.14275,1455.0,26.18433,11.142749999999978,55.99313597101778
10/14/2024 12:24:00 am,1468.08645,1455.0,26.18433,13.086450000000013,56.06736739110758
10/14/2024 12:26:00 am,1469.53065,1455.0,26.18433,14.530649999999923,56.12252251632942
10/14/2024 12:28:00 am,1471.30965,1455.0,26.18433,16.30964999999992,56.19046391486817
10/14/2024 12:30:00 am,1473.05655,1455.0,26.18433,18.056550000000016,56.25717938935234
10/14/2024 12:32:00 am,1470.72885,1455.0,26.18433,15.728849999999966,56.16828270954422
10/14/2024 12:34:00 am,1476.54,1455.0,26.18433,21.539999999999964,56.390215063742325
10/14/2024 12:36:00 am,1471.85835,1455.0,26.18433,16.858349999999973,56.21141919613754
10/14/2024 12:38:00 am,1478.62185,1455.0,26.18433,23.621849999999995,56.46972254016047
10/14/2024 12:40:00 am,1475.46225,1455.0,26.18433,20.46225000000004,56.34905495004073
10/14/2024 12:42:00 am,1474.970025,1455.0,26.18433,19.970025000000078,56.33025649310103
10/14/2024 12:46:00 am,1471.2525,1455.0,26.18433,16.252500000000055,56.188281311761656
10/14/2024 12:48:00 am,1469.8339500000002,1455.0,26.18433,14.833950000000186,56.13410578006007
10/14/2024 12:50:00 am,1471.3899499999995,1455.0,26.18433,16.389949999999544,56.19353063454362
10/14/2024 12:52:00 am,1471.9224,1455.0,26.18433,16.922399999999925,56.21386531562961
10/14/2024 12:54:00 am,1478.9943,1455.0,26.18433,23.994300000000067,56.48394669636382
10/14/2024 12:56:00 am,1468.42935,1455.0,26.18433,13.429350000000113,56.08046300974667
10/14/2024 12:58:00 am,1474.1958,1455.0,26.18433,19.195799999999963,56.300688236055684
10/14/2024 1:00:00 am,1477.5744,1455.0,26.18433,22.57439999999997,56.429719607108524
10/14/2024 1:02:00 am,1473.17325,1455.0,26.18433,18.173250000000053,56.2616362534386
10/14/2024 1:04:00 am,1472.58075,1455.0,26.18433,17.58075000000008,56.239008215982615
10/14/2024 1:06:00 am,1480.91055,1455.0,26.18433,25.910550000000057,56.557129779528445
10/14/2024 1:10:00 am,1479.431925,1455.0,26.18433,24.431925000000092,56.50065993668733
10/14/2024 1:12:00 am,1478.5734,1455.0,26.18433,23.573399999999992,56.46787219684445
10/14/2024 1:14:00 am,1489.563375,1455.0,26.18433,34.56337499999995,56.8875879199506
10/14/2024 1:16:00 am,1485.97815,1455.0,26.18433,30.978149999999914,56.75066537887355
10/14/2024 1:18:00 am,1495.8405,1455.0,26.18433,40.84050000000002,57.12731622309985
10/14/2024 1:20:00 am,1483.7355,1455.0,26.18433,28.735500000000002,56.66501682494836
10/14/2024 1:22:00 am,1483.10655,1455.0,26.18433,28.10654999999997,56.64099673354254
10/14/2024 1:24:00 am,1480.998,1455.0,26.18433,25.998000000000047,56.560469563284606
10/14/2024 1:26:00 am,1484.2278,1455.0,26.18433,29.22779999999989,56.6838181461966
10/14/2024 1:28:00 am,1483.03725,1455.0,26.18433,28.037250000000085,56.638350112452756
10/14/2024 1:32:00 am,1486.01595,1455.0,26.18433,31.015949999999975,56.75210899037707
10/14/2024 1:34:00 am,1479.3629999999998,1455.0,26.18433,24.36299999999983,56.498027637140225
10/14/2024 1:36:00 am,1486.06005,1455.0,26.18433,31.060050000000047,56.75379320379785
10/14/2024 1:38:00 am,1485.19875,1455.0,26.18433,30.198750000000018,56.72089948453904
10/14/2024 1:40:00 am,1485.616275,1455.0,26.18433,30.616275000000087,56.736845090174164
10/14/2024 1:42:00 am,1483.25775,1455.0,26.18433,28.257749999999987,56.64677117955663
10/14/2024 1:44:00 am,1486.8786,1455.0,26.18433,31.878600000000006,56.78505426718958
10/14/2024 1:46:00 am,1485.5124,1455.0,26.18433,30.51240000000007,56.73287802284802
10/14/2024 1:48:00 am,1486.0324500000002,1455.0,26.18433,31.032450000000154,56.7527391382556
10/14/2024 1:50:00 am,1490.4234,1455.0,26.18433,35.4233999999999,56.920432945964244
10/14/2024 1:52:00 am,1486.7442,1455.0,26.18433,31.74420000000009,56.77992142628817
10/14/2024 1:56:00 am,1487.2313250000002,1455.0,26.18433,32.2313250000002,56.79852511024725
10/14/2024 1:58:00 am,1489.6707,1455.0,26.18433,34.6706999999999,56.89168674546952
10/14/2024 2:00:00 am,1486.36725,1455.0,26.18433,31.367250000000013,56.7655254115725
10/14/2024 2:02:00 am,1489.1514,1455.0,26.18433,34.15139999999997,56.871854273147335
10/14/2024 2:04:00 am,1488.556725,1455.0,26.18433,33.556724999999915,56.84914317074372
10/14/2024 2:06:00 am,1486.4583,1455.0,26.18433,31.45830000000001,56.76900268213852
10/14/2024 2:08:00 am,1483.5015,1455.0,26.18433,28.501500000000078,56.65608018230751
10/14/2024 2:10:00 am,1491.7167,1455.0,26.18433,36.716699999999946,56.96982508240615
10/14/2024 2:12:00 am,1488.820725,1455.0,26.18433,33.82072500000004,56.85922553680007
10/14/2024 2:14:00 am,1493.08005,1455.0,26.18433,38.08005000000003,57.021892483023244
10/14/2024 2:16:00 am,1490.81865,1455.0,26.18433,35.818649999999934,56.93552785196337
10/14/2024 2:20:00 am,1485.033,1455.0,26.18433,30.0329999999999,56.714569362668435
10/14/2024 2:22:00 am,1487.5715249999998,1455.0,26.18433,32.57152499999984,56.811517613778925
10/14/2024 2:24:00 am,1490.294025,1455.0,26.18433,35.29402499999992,56.915492013734934
10/14/2024 2:26:00 am,1497.4503,1455.0,26.18433,42.45029999999997,57.18879574157521
10/14/2024 2:28:00 am,1492.20525,1455.0,26.18433,37.20524999999998,56.98848318822746
10/14/2024 2:30:00 am,1488.551475,1455.0,26.18433,33.55147499999998,56.84894266914601
10/14/2024 2:32:00 am,1494.92205,1455.0,26.18433,39.9220499999999,57.09223990073452
10/14/2024 2:34:00 am,1495.3194,1455.0,26.18433,40.31940000000009,57.10741500737274
