Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation
09/25/2024 12:00:00 am,993.0021499999996,,43.6407633333333,
09/25/2024 12:02:00 am,979.919175,,43.4738,
09/25/2024 12:04:00 am,976.15725,,43.4738,
09/25/2024 12:06:00 am,963.7434,973.5,43.4738,-9.756600000000049
09/25/2024 12:08:00 am,945.1983,973.5,44.33266,-28.301699999999983
09/25/2024 12:12:00 am,939.544575,973.5,49.359535,-33.95542499999999
09/25/2024 12:14:00 am,965.904225,973.5,51.36454,-7.595775000000003
09/25/2024 12:16:00 am,971.64525,973.5,51.36454,-1.8547499999999673
09/25/2024 12:18:00 am,968.4021,973.5,51.36454,-5.0978999999999814
09/25/2024 12:20:00 am,971.53935,973.5,51.36454,-1.960649999999987
09/25/2024 12:22:00 am,982.63965,973.5,51.36454,9.13964999999996
09/25/2024 12:24:00 am,984.27795,973.5,51.36454,10.777950000000033
09/25/2024 12:26:00 am,990.134025,973.5,51.36454,16.63402499999995
09/25/2024 12:28:00 am,989.2005,973.5,51.36454,15.700500000000034
09/25/2024 12:30:00 am,985.114575,973.5,51.36454,11.614574999999945
09/25/2024 12:32:00 am,986.9406,973.5,51.36454,13.440600000000018
09/25/2024 12:36:00 am,981.640725,973.5,51.36454,8.140724999999975
09/25/2024 12:38:00 am,978.3714499999996,973.5,51.36454,4.871449999999641
09/25/2024 12:40:00 am,980.8428,973.5,51.36454,7.342800000000011
09/25/2024 12:42:00 am,990.732525,973.5,51.36454,17.23252500000001
09/25/2024 12:44:00 am,1008.5922,973.5,49.496275,35.09220000000005
09/25/2024 12:46:00 am,991.934625,973.5,43.57415,18.434624999999983
09/25/2024 12:48:00 am,990.369225,973.5,42.90965,16.86922500000003
09/25/2024 12:50:00 am,994.56825,973.5,42.53282,21.068250000000035
09/25/2024 12:52:00 am,978.54,973.5,41.90619,5.039999999999964
09/25/2024 12:54:00 am,976.362825,973.5,41.90619,2.8628250000000435
09/25/2024 12:56:00 am,984.346125,973.5,41.90619,10.846125000000029
09/25/2024 1:00:00 am,998.877375,973.5,41.73146,25.37737500000003
09/25/2024 1:02:00 am,971.7225499999996,973.5,41.33042,-1.7774500000003854
09/25/2024 1:04:00 am,955.857975,973.5,41.33042,-17.64202499999999
09/25/2024 1:06:00 am,938.265525,973.5,45.23089,-35.234474999999975
09/25/2024 1:08:00 am,952.373625,973.5,49.03334,-21.126375000000053
09/25/2024 1:10:00 am,946.55145,973.5,49.42419,-26.948549999999955
09/25/2024 1:12:00 am,967.1415499999996,973.5,49.48221,-6.358450000000403
09/25/2024 1:14:00 am,962.369925,973.5,49.48221,-11.130075000000033
09/25/2024 1:16:00 am,960.7374,973.5,49.48221,-12.76260000000002
09/25/2024 1:18:00 am,961.57665,973.5,49.48221,-11.923350000000028
09/25/2024 1:22:00 am,964.696425,973.5,49.48221,-8.803575000000023
09/25/2024 1:24:00 am,961.83705,973.5,49.48221,-11.662950000000023
09/25/2024 1:26:00 am,964.17405,973.5,49.48221,-9.325950000000034
09/25/2024 1:28:00 am,968.9218999999996,973.5,49.48221,-4.578100000000404
09/25/2024 1:30:00 am,975.866925,973.5,49.48221,2.3669250000000375
09/25/2024 1:32:00 am,987.096225,973.5,49.48221,13.596225000000004
09/25/2024 1:34:00 am,995.5518,973.5,49.48221,22.051799999999957
09/25/2024 1:36:00 am,1019.7147,973.5,45.197135,46.21469999999999
09/25/2024 1:38:00 am,989.45265,973.5,41.35633,15.952649999999949
09/25/2024 1:40:00 am,994.84245,973.5,41.016445,21.342449999999985
09/25/2024 1:42:00 am,997.59705,973.5,41.016445,24.097049999999967
09/25/2024 1:46:00 am,975.49215,973.5,40.54542,1.9921500000000378
09/25/2024 1:48:00 am,965.0137999999996,973.5,40.54542,-8.486200000000395
09/25/2024 1:50:00 am,946.7856,973.5,41.6601,-26.714399999999955
09/25/2024 1:52:00 am,940.743375,973.5,47.092145,-32.756624999999985
09/25/2024 1:54:00 am,951.4971,973.5,48.43455,-22.002899999999954
09/25/2024 1:56:00 am,962.7411,973.5,48.92994,-10.75890000000004
09/25/2024 1:58:00 am,950.7555499999996,973.5,48.98735,-22.74445000000037
09/25/2024 2:00:00 am,945.305925,973.5,49.24264,-28.194074999999998
09/25/2024 2:02:00 am,964.949025,973.5,49.55396,-8.550974999999994
09/25/2024 2:04:00 am,951.0108,973.5,49.55396,-22.489199999999983
09/25/2024 2:06:00 am,960.72165,973.5,49.55396,-12.778350000000046
09/25/2024 2:10:00 am,956.92725,973.5,49.55396,-16.572750000000042
09/25/2024 2:12:00 am,959.0305000000004,973.5,49.55396,-14.469499999999584
09/25/2024 2:14:00 am,961.7946,973.5,49.55396,-11.705400000000054
09/25/2024 2:16:00 am,963.864375,973.5,49.55396,-9.635625000000005
09/25/2024 2:18:00 am,995.847675,973.5,49.00053,22.34767499999998
09/25/2024 2:20:00 am,1005.057975,973.5,43.23227,31.557975000000056
09/25/2024 2:22:00 am,990.6024499999996,973.5,40.94181,17.102449999999635
09/25/2024 2:24:00 am,984.474,973.5,40.43714,10.974000000000046
09/25/2024 2:26:00 am,999.9876,973.5,40.43714,26.487600000000043
09/25/2024 2:28:00 am,981.896325,973.5,40.05625,8.396325000000047
09/25/2024 2:30:00 am,974.810775,973.5,40.05625,1.310775000000035
09/25/2024 2:34:00 am,961.696575,973.5,40.05625,-11.803424999999947
09/25/2024 2:36:00 am,936.0509500000004,973.5,43.614095,-37.4490499999996
09/25/2024 2:38:00 am,948.8103,973.5,48.029065,-24.689700000000016
09/25/2024 2:40:00 am,955.375875,973.5,48.3807,-18.12412500000005
09/25/2024 2:42:00 am,967.913025,973.5,49.00202,-5.586975000000052
09/25/2024 2:44:00 am,960.254325,973.5,49.00202,-13.245675000000006
09/25/2024 2:46:00 am,952.5198,973.5,49.00202,-20.980199999999968
09/25/2024 2:48:00 am,957.605475,973.5,49.54052,-15.894525000000044
09/25/2024 2:50:00 am,965.352225,973.5,49.54052,-8.147775000000024
09/25/2024 2:52:00 am,950.0466,973.5,49.54052,-23.453399999999988
09/25/2024 2:54:00 am,958.91595,973.5,49.65779,-14.584050000000047
09/25/2024 2:58:00 am,991.6725,973.5,49.33394,18.172500000000014
09/25/2024 3:00:00 am,1001.5976500000004,973.5,42.8169266666667,28.097650000000385
09/25/2024 3:02:00 am,990.667725,973.5,40.651565,17.16772500000002
09/25/2024 3:04:00 am,993.53025,973.5,40.21384,20.030250000000024
09/25/2024 3:06:00 am,974.46675,973.5,39.761915,0.9667500000000473
09/25/2024 3:08:00 am,984.636375,973.5,39.45704,11.136375000000044
09/25/2024 3:10:00 am,988.94955,973.5,39.45704,15.449550000000045
09/25/2024 3:12:00 am,980.6391,973.5,39.45704,7.139099999999985
09/25/2024 3:14:00 am,966.4224,973.5,39.45704,-7.077599999999961
09/25/2024 3:16:00 am,973.338225,973.5,39.45704,-0.1617750000000342
09/25/2024 3:18:00 am,987.34305,973.5,39.45704,13.843049999999948
09/25/2024 3:22:00 am,985.122225,973.5,38.97168,11.622224999999958
09/25/2024 3:24:00 am,983.9773999999994,973.5,38.77341,10.47739999999942
09/25/2024 3:26:00 am,992.41875,973.5,38.57514,18.918750000000045
09/25/2024 3:28:00 am,978.256725,973.5,38.12199,4.75672499999996
09/25/2024 3:30:00 am,998.7213,973.5,38.12199,25.221300000000042
09/25/2024 3:32:00 am,978.4764,973.5,37.52829,4.976400000000012
09/25/2024 3:34:00 am,988.5590500000004,973.5,37.52829,15.059050000000411
09/25/2024 3:36:00 am,996.434025,973.5,37.52829,22.93402500000002
09/25/2024 3:38:00 am,987.320775,973.5,37.201055,13.820775000000026
09/25/2024 3:40:00 am,971.74035,973.5,37.01516,-1.759649999999965
