Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation
09/22/2024 12:15:00 am,920.97615,,,
09/22/2024 12:20:00 am,920.96205,,,
09/22/2024 1:05:00 am,920.96205,910.5,,10.462049999999977
09/22/2024 1:40:00 am,934.1751,910.5,,23.675100000000043
09/22/2024 1:45:00 am,934.1751,910.5,43.51945,23.675100000000043
09/22/2024 1:50:00 am,939.19215,910.5,43.51945,28.69214999999997
09/22/2024 1:55:00 am,939.3099,910.5,43.51945,28.80989999999997
09/22/2024 2:00:00 am,943.168425,910.5,43.51945,32.66842499999996
09/22/2024 2:10:00 am,942.0063,910.5,43.51945,31.50630000000001
09/22/2024 2:15:00 am,942.3276,910.5,43.51945,31.82759999999996
09/22/2024 2:20:00 am,948.65115,910.5,43.51945,38.15115000000003
09/22/2024 2:25:00 am,953.73105,910.5,43.51945,43.23104999999998
09/22/2024 2:40:00 am,963.92235,910.5,43.51945,53.42235000000005
09/22/2024 3:00:00 am,962.79405,910.5,43.51945,52.29404999999997
09/22/2024 3:05:00 am,970.5504,910.5,43.51945,60.05039999999997
09/22/2024 3:10:00 am,973.1256499999996,910.5,43.51945,62.62564999999961
09/22/2024 3:50:00 am,973.2873,910.5,43.51945,62.78729999999996
09/22/2024 4:00:00 am,973.2873,910.5,43.51945,62.78729999999996
09/22/2024 4:30:00 am,973.2873,910.5,43.51945,62.78729999999996
09/22/2024 5:00:00 am,973.2873,910.5,43.51945,62.78729999999996
09/22/2024 5:30:00 am,973.30275,910.5,37.28858,62.802749999999946
09/22/2024 5:35:00 am,979.820325,910.5,37.28858,69.32032500000003
09/22/2024 5:50:00 am,944.660475,910.5,36.7808,34.16047500000002
09/22/2024 5:55:00 am,945.8039500000006,910.5,36.7808,35.303950000000555
09/22/2024 6:00:00 am,948.5169,910.5,36.7808,38.016899999999964
09/22/2024 6:05:00 am,957.1218,910.5,36.7808,46.62180000000001
09/22/2024 6:15:00 am,956.4183,910.5,36.7808,45.918300000000045
09/22/2024 6:20:00 am,953.74665,910.5,36.7808,43.246650000000045
09/22/2024 6:35:00 am,960.437625,910.5,36.7808,49.937625000000025
09/22/2024 6:40:00 am,960.48585,910.5,36.7808,49.98585000000003
09/22/2024 6:50:00 am,954.9867499999996,910.5,36.7808,44.486749999999574
09/22/2024 6:55:00 am,953.8587,910.5,36.7808,43.3587
09/22/2024 7:00:00 am,950.50395,910.5,36.7808,40.00395000000003
09/22/2024 7:05:00 am,950.50395,910.5,36.7808,40.00395000000003
09/22/2024 7:30:00 am,954.54315,910.5,36.7808,44.04314999999997
09/22/2024 7:35:00 am,957.30255,910.5,36.7808,46.80255
09/22/2024 7:45:00 am,957.852,910.5,36.7808,47.351999999999975
09/22/2024 7:50:00 am,961.46475,910.5,36.7808,50.96474999999998
09/22/2024 7:55:00 am,961.46475,910.5,36.7808,50.96474999999998
09/22/2024 8:00:00 am,961.5105,910.5,36.7808,51.01049999999998
09/22/2024 8:05:00 am,961.31415,910.5,36.7808,50.81415000000004
09/22/2024 8:10:00 am,961.9269499999996,910.5,36.7808,51.42694999999958
09/22/2024 8:15:00 am,963.39945,910.5,36.7808,52.89945
09/22/2024 8:20:00 am,966.0015,910.5,36.7808,55.501499999999965
09/22/2024 8:25:00 am,965.994975,910.5,36.7808,55.494974999999954
09/22/2024 8:35:00 am,959.81985,910.5,36.7808,49.319849999999974
09/22/2024 8:40:00 am,959.16,910.5,36.7808,48.65999999999997
09/22/2024 8:45:00 am,957.4366999999996,910.5,36.7808,46.93669999999963
09/22/2024 8:50:00 am,952.2264,910.5,36.7808,41.72640000000001
09/22/2024 8:55:00 am,952.2264,910.5,36.7808,41.72640000000001
09/22/2024 9:00:00 am,956.262,910.5,36.7808,45.761999999999944
09/22/2024 9:05:00 am,956.17185,910.5,36.7808,45.67184999999995
09/22/2024 9:10:00 am,957.6945,910.5,36.7808,47.19449999999995
09/22/2024 9:25:00 am,965.725425,910.5,36.7808,55.22542499999997
09/22/2024 9:30:00 am,969.3453,910.5,36.7808,58.84529999999995
09/22/2024 9:35:00 am,977.53035,910.5,36.7808,67.03035
09/22/2024 9:50:00 am,959.09325,910.5,36.02027,48.59325000000001
09/22/2024 9:55:00 am,957.8637,910.5,36.02027,47.363699999999994
09/22/2024 10:00:00 am,957.8637,910.5,36.02027,47.363699999999994
09/22/2024 10:05:00 am,981.636,910.5,35.89112,71.13599999999997
09/22/2024 10:10:00 am,983.8902,910.5,35.89112,73.39020000000005
09/22/2024 10:15:00 am,952.3968499999996,910.5,35.89112,41.89684999999963
09/22/2024 10:20:00 am,952.866225,910.5,35.89112,42.366224999999986
09/22/2024 10:25:00 am,953.0886499999996,910.5,35.89112,42.588649999999575
09/22/2024 10:35:00 am,953.54775,910.5,35.89112,43.04774999999995
09/22/2024 10:40:00 am,957.2671000000004,910.5,35.89112,46.76710000000037
09/22/2024 10:45:00 am,958.7393625,910.5,35.89112,48.23936249999997
09/22/2024 10:50:00 am,958.143675,910.5,35.89112,47.64367500000003
09/22/2024 10:55:00 am,958.2102,910.5,35.89112,47.710199999999986
09/22/2024 11:05:00 am,956.48985,910.5,35.76355,45.98985000000005
09/22/2024 11:35:00 am,949.3566,910.5,35.76355,38.85659999999996
09/22/2024 11:40:00 am,949.3566,910.5,35.76355,38.85659999999996
09/22/2024 11:50:00 am,949.83225,910.5,35.76355,39.332250000000045
09/22/2024 11:55:00 am,949.5813375,910.5,35.76355,39.08133750000002
09/22/2024 12:10:00 pm,942.196725,910.5,35.76355,31.696725000000015
09/22/2024 12:25:00 pm,940.83615,910.5,35.76355,30.336149999999975
09/22/2024 12:30:00 pm,943.0614,910.5,35.76355,32.56140000000005
09/22/2024 12:35:00 pm,938.925,910.5,35.76355,28.424999999999955
09/22/2024 12:40:00 pm,935.8671,910.5,35.76355,25.36710000000005
09/22/2024 1:00:00 pm,936.9063,910.5,35.76355,26.406299999999987
09/22/2024 1:05:00 pm,936.9063,910.5,35.76355,26.406299999999987
09/22/2024 1:10:00 pm,936.84105,910.5,35.76355,26.341049999999996
09/22/2024 1:35:00 pm,938.8062499999996,910.5,35.76355,28.306249999999636
09/22/2024 1:40:00 pm,941.632725,910.5,35.76355,31.13272500000005
09/22/2024 1:45:00 pm,941.38995,910.5,35.76355,30.88995
09/22/2024 1:50:00 pm,941.393625,910.5,35.76355,30.893625000000043
09/22/2024 1:55:00 pm,939.477525,910.5,35.76355,28.977525000000014
09/22/2024 2:00:00 pm,941.24595,910.5,35.76355,30.745949999999993
09/22/2024 2:05:00 pm,941.24595,910.5,35.76355,30.745949999999993
09/22/2024 2:40:00 pm,939.5499499999994,910.5,35.76355,29.0499499999994
09/22/2024 2:45:00 pm,938.883675,910.5,35.76355,28.38367500000004
09/22/2024 2:50:00 pm,938.41995,910.5,35.76355,27.91994999999997
09/22/2024 2:55:00 pm,941.2257,910.5,35.76355,30.72569999999996
09/22/2024 3:00:00 pm,941.6133,910.5,35.76355,31.11329999999998
09/22/2024 3:05:00 pm,939.670275,910.5,35.76355,29.170274999999947
09/22/2024 3:25:00 pm,937.185,910.5,35.76355,26.684999999999945
09/22/2024 3:30:00 pm,935.94045,910.5,35.76355,25.440450000000055
09/22/2024 3:45:00 pm,936.1252000000006,910.5,35.76355,25.625200000000632
09/22/2024 3:50:00 pm,936.3246499999996,910.5,35.76355,25.824649999999565
09/22/2024 4:05:00 pm,931.4223,910.5,35.76355,20.92229999999995
09/22/2024 4:10:00 pm,929.2737,910.5,35.76355,18.773699999999963
09/22/2024 4:15:00 pm,925.8573,910.5,35.76355,15.35730000000001
09/22/2024 4:25:00 pm,920.5359,910.5,35.76355,10.03589999999997
09/22/2024 4:35:00 pm,916.5786,910.5,35.76355,6.078600000000051
09/22/2024 4:45:00 pm,921.98475,910.5,35.76355,11.484749999999963
09/22/2024 4:50:00 pm,923.36115,910.5,35.76355,12.861149999999952
09/22/2024 5:00:00 pm,923.36115,910.5,35.76355,12.861149999999952
09/22/2024 5:05:00 pm,919.47165,910.5,35.76355,8.971649999999954
09/22/2024 5:10:00 pm,923.6592,910.5,35.76355,13.159200000000055
09/22/2024 5:25:00 pm,924.01305,910.5,35.76355,13.513050000000021
09/22/2024 5:40:00 pm,929.972025,910.5,35.76355,19.47202500000003
09/22/2024 5:50:00 pm,934.202925,910.5,35.76355,23.70292500000005
09/22/2024 5:55:00 pm,935.229,910.5,35.76355,24.729000000000042
09/22/2024 6:10:00 pm,970.251525,910.5,35.76355,59.751525000000015
09/22/2024 6:15:00 pm,978.336,910.5,35.76355,67.83600000000001
