Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation,ratio
10/30/2024 7:26:00 am,1846.6875,,,,
10/30/2024 7:28:00 am,1851.7875,,,,
10/30/2024 7:32:00 am,1837.92,,42.74531,,42.996997799290725
10/30/2024 7:36:00 am,1835.397,,42.74531,,42.93797378004744
10/30/2024 7:38:00 am,1768.491,,42.08155,,42.02532939019594
10/30/2024 7:40:00 am,1758.8685,,42.77792,,41.11626979525886
10/30/2024 7:44:00 am,1752.9030000000002,,42.77792,,40.97681701214085
10/30/2024 7:48:00 am,1731.0749999999998,,44.24355,,39.126042101052015
10/30/2024 7:50:00 am,1797.558,,48.44672,,37.103812187904566
10/30/2024 7:54:00 am,1818.8955,,48.44672,,37.544244481360145
10/30/2024 7:56:00 am,1815.3675,,48.44672,,37.47142221392904
10/30/2024 7:58:00 am,1814.337,1800.0,48.44672,14.336999999999989,37.4501514240799
10/30/2024 8:02:00 am,1816.638,1800.0,48.44672,16.63799999999992,37.49764689952178
10/30/2024 8:06:00 am,1825.578,1800.0,48.44672,25.577999999999975,37.68217951597136
10/30/2024 8:08:00 am,1802.346,1800.0,48.44672,2.3460000000000036,37.20264240798964
10/30/2024 8:12:00 am,1805.289,1800.0,48.44672,5.288999999999987,37.2633895545457
10/30/2024 8:14:00 am,1813.6245,1800.0,48.44672,13.624499999999898,37.43544454609104
10/30/2024 8:16:00 am,1823.634,1800.0,48.44672,23.634000000000015,37.6420529604481
10/30/2024 8:20:00 am,1812.2595,1800.0,48.44672,12.259499999999889,37.40726926404925
10/30/2024 8:22:00 am,1820.7,1800.0,48.44672,20.700000000000045,37.58149158498243
10/30/2024 8:26:00 am,1810.869,1800.0,48.44672,10.868999999999915,37.37856763058469
10/30/2024 8:28:00 am,1808.3685,1800.0,48.44672,8.36850000000004,37.326954229305926
10/30/2024 8:30:00 am,1821.2325,1800.0,48.44672,21.232500000000073,37.592483041163575
10/30/2024 8:36:00 am,1796.3505,1800.0,48.44672,-3.649499999999989,37.07888789994452
10/30/2024 8:38:00 am,1821.2985,1800.0,48.44672,21.298500000000104,37.59384536249307
