Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation,ratio,hydrate_flag,severity
2024-10-01 00:00:00,1319.2814500000006,1350.0,28.3119,-32.08245000000011,46.54995072743263,False,none
2024-10-01 00:05:00,1317.91755,1350.0,28.3119,-32.08245000000011,46.54995072743263,False,none
2024-10-01 00:10:00,1316.61693,1350.0,28.3119,-33.38307000000009,46.50401174064616,False,none
2024-10-01 00:15:00,1316.5769249999998,1350.0,28.3119,-33.42307500000015,46.50259873056912,False,none
2024-10-01 00:20:00,1314.89205,1350.0,28.3119,-35.10795000000007,46.44308753562989,False,none
2024-10-01 00:25:00,1319.559975,1350.0,28.3119,-30.440025000000105,46.6079625528488,False,none
2024-10-01 00:30:00,1314.7724500000004,1350.0,28.3119,-35.22754999999961,46.43886316354608,False,none
2024-10-01 00:35:00,1316.86062,1350.0,28.3119,-33.139380000000074,46.51261907537113,False,none
2024-10-01 00:40:00,1318.7138749999997,1350.0,28.3119,-31.28612500000031,46.57807759281432,False,none
2024-10-01 00:45:00,1323.6382875,1350.0,28.3119,-26.361712500000067,46.75201196316743,False,none
2024-10-01 00:50:00,1328.367525,1350.0,28.3119,-21.632475000000117,46.91905258919394,False,none
2024-10-01 00:55:00,1328.0085,1350.0,28.3119,-21.991500000000087,46.90637152575418,False,none
2024-10-01 01:00:00,1330.7658,1350.0,28.3119,-19.2342000000001,47.00376166912146,False,none
2024-10-01 01:05:00,1330.608,1350.0,28.3119,-19.392000000000053,46.99818804107107,False,none
2024-10-01 01:10:00,1326.9111375,1350.0,28.3119,-23.088862500000005,46.86761176395791,False,none
2024-10-01 01:15:00,1324.9266250000005,1350.0,28.3119,-25.073374999999487,46.79751712177566,False,none
2024-10-01 01:20:00,1328.1901000000005,1350.0,28.3119,-21.80989999999952,46.91278578972094,False,none
2024-10-01 01:25:00,1330.04655,1350.0,28.3119,-19.95344999999997,46.97835715723777,False,none
2024-10-01 01:30:00,1328.691,1350.0,28.3119,-21.30899999999997,46.930477996884704,False,none
2024-10-01 01:35:00,1332.1044499999994,1350.0,28.3119,-17.89555000000064,47.05104390733223,False,none
2024-10-01 01:40:00,1331.899849999999,1350.0,28.3119,-18.10015000000089,47.04381726411859,False,none
2024-10-01 01:45:00,1334.929275,1350.0,28.3119,-15.07072500000004,47.15081909020588,False,none
2024-10-01 01:50:00,1335.2142250000006,1350.0,28.3119,-14.785774999999376,47.16088376265812,False,none
2024-10-01 01:55:00,1329.80334,1350.0,28.3119,-20.196660000000065,46.96976677651446,False,none
2024-10-01 02:00:00,1328.9226,1350.0,28.3119,-21.077399999999898,46.93865830269251,False,none
2024-10-01 02:05:00,1331.0526,1350.0,28.3119,-18.947400000000016,47.0138916851218,False,none
2024-10-01 02:10:00,1330.557225,1350.0,28.3119,-19.442774999999983,46.996394625581466,False,none
2024-10-01 02:15:00,1331.794725,1350.0,28.3119,-18.20527500000003,47.04010416114778,False,none
2024-10-01 02:20:00,1331.1055000000006,1350.0,28.3119,-18.894499999999425,47.015760157389664,False,none
2024-10-01 02:25:00,1329.23952,1350.0,28.3119,-20.76047999999992,46.9498521822979,False,none
2024-10-01 02:30:00,1333.2706875,1350.0,28.3119,-16.729312500000106,47.09223639176459,False,none
2024-10-01 02:35:00,1331.4706125,1350.0,28.3119,-18.529387499999984,47.02865623642355,False,none
2024-10-01 02:40:00,1332.4436749999995,1350.0,28.3119,-17.55632500000047,47.06302561820293,False,none
2024-10-01 02:45:00,1335.16371,1350.0,28.3119,-14.836289999999964,47.15909953058608,False,none
2024-10-01 02:50:00,1332.81255,1350.0,28.3119,-17.1874499999999,47.0760545918854,False,none
2024-10-01 02:55:00,1338.9817999999996,1350.0,28.3119,-11.018200000000434,47.29395766444497,False,none
2024-10-01 03:00:00,1340.5489999999995,1350.0,28.3119,-9.451000000000477,47.349312479911255,False,none
2024-10-01 03:05:00,1346.0176000000006,1350.0,28.3119,-3.982399999999416,47.54246800815207,False,none
2024-10-01 03:10:00,1348.282875,1350.0,28.3119,-1.7171249999998963,47.62247941678234,False,none
2024-10-01 03:15:00,1347.0949500000002,1350.0,28.3119,-2.9050499999998465,47.58052091170144,False,none
2024-10-01 03:20:00,1345.1877,1350.0,28.3119,-4.81230000000005,47.51315524567408,False,none
2024-10-01 03:25:00,1345.3531125,1350.0,28.3119,-4.646887500000048,47.518997753594775,False,none
2024-10-01 03:30:00,1347.8008000000004,1350.0,28.3119,-2.199199999999564,47.60545212437175,False,none
2024-10-01 03:35:00,1352.360025,1350.0,28.3119,2.3600249999999505,47.76648776662816,False,none
2024-10-01 03:40:00,1354.502025,1350.0,28.3119,4.502025000000003,47.84214499909932,False,none
2024-10-01 03:45:00,1358.17005,1350.0,28.3119,8.170049999999947,47.97170271158064,False,none
2024-10-01 03:50:00,1356.54045,1350.0,28.3119,6.540449999999964,47.91414387589671,False,none
2024-10-01 03:55:00,1355.10447,1350.0,28.3119,5.104469999999992,47.8634238606381,False,none
2024-10-01 04:00:00,1358.3389000000004,1350.0,28.3119,8.338900000000422,47.97766663487793,False,none
2024-10-01 04:05:00,1358.13438,1350.0,28.3119,8.134379999999965,47.970442817331225,False,none
2024-10-01 04:10:00,1356.00675,1350.0,28.3119,6.006750000000011,47.8952931452852,False,none
2024-10-01 04:15:00,1353.566325,1350.0,28.3119,3.566325000000006,47.80909529208566,False,none
2024-10-01 04:20:00,1360.0245,1350.0,28.3119,10.024499999999987,48.03720343742384,False,none
2024-10-01 04:25:00,1357.90221,1350.0,28.3119,7.902209999999968,47.96224237864643,False,none
2024-10-01 04:30:00,1361.32005,1350.0,28.3119,11.320050000000036,48.08296334756763,False,none
2024-10-01 04:35:00,1366.2478999999996,1350.0,28.3119,16.247899999999618,48.25701913329729,False,none
2024-10-01 04:40:00,1362.6951642857146,1350.0,28.3119,12.695164285714554,48.13153353486394,False,none
2024-10-01 04:45:00,1365.1869,1350.0,28.3119,15.186899999999923,48.219543725429936,False,none
2024-10-01 04:50:00,1364.879175,1350.0,28.3119,14.879175000000032,48.20867462091912,False,none
2024-10-01 04:55:00,1364.6199,1350.0,28.3119,14.619899999999916,48.19951681095228,False,none
2024-10-01 05:00:00,1367.8534000000004,1350.0,28.3119,17.85340000000042,48.31372673681386,False,none
2024-10-01 05:05:00,1366.9494,1350.0,28.3119,16.94939999999997,48.28179670032742,False,none
2024-10-01 05:10:00,1371.4414999999997,1350.0,28.3119,21.44149999999968,48.44046143141222,False,none
2024-10-01 05:15:00,1372.295299999999,1350.0,28.3119,22.295299999999088,48.4706183618902,False,none
2024-10-01 05:20:00,1377.7379999999998,1350.0,28.3119,27.73799999999983,48.66285908045733,False,none
2024-10-01 05:25:00,1375.145625,1350.0,28.3119,25.14562500000011,48.57129422610281,False,none
2024-10-01 05:30:00,1374.5733,1350.0,28.3119,24.573300000000017,48.55107922816907,False,none
2024-10-01 05:35:00,1376.19969,1350.0,28.3119,26.19968999999992,48.608524683966806,False,none
2024-10-01 05:40:00,1375.17381,1350.0,28.3119,25.173810000000003,48.57228974388861,False,none
2024-10-01 05:45:00,1377.508125,1350.0,28.3119,27.508125000000064,48.65473970309304,False,none
2024-10-01 05:50:00,1376.98755,1350.0,28.3119,26.987550000000056,48.636352558464814,False,none
2024-10-01 05:55:00,1373.580525,1350.0,28.3119,23.58052500000008,48.51601358439384,False,none
2024-10-01 06:00:00,1370.545125,1350.0,28.3119,20.5451250000001,48.40880071630657,False,none
2024-10-01 06:05:00,1372.10295,1350.0,28.3119,22.102949999999964,48.463824398927656,False,none
2024-10-01 06:10:00,1372.59975,1350.0,28.3119,22.599750000000085,48.48137179066047,False,none
2024-10-01 06:15:00,1372.66815,1350.0,28.3119,22.66814999999997,48.48378773589904,False,none
2024-10-01 06:20:00,1369.7950000000003,1350.0,28.3119,19.7950000000003,48.382305673586025,False,none
2024-10-01 06:25:00,1374.4893499999994,1350.0,28.3119,24.489349999999376,48.54811404391791,False,none
2024-10-01 06:30:00,1373.7080999999998,1350.0,28.3119,23.70809999999983,48.520519640151306,False,none
2024-10-01 06:35:00,1371.5136,1350.0,28.3119,21.5136,48.44300806374704,False,none
2024-10-01 06:40:00,1374.3091999999997,1350.0,28.3119,24.30919999999969,48.54175099516456,False,none
2024-10-01 06:45:00,1373.8156000000006,1350.0,28.3119,23.815600000000583,48.52431663010962,False,none
2024-10-01 06:50:00,1370.4528,1350.0,28.3119,20.452800000000025,48.405539720047045,False,none
2024-10-01 06:55:00,1371.2337499999994,1350.0,28.3119,21.233749999999414,48.43312352756259,False,none
2024-10-01 07:00:00,1361.2742500000004,1350.0,27.62325,11.274250000000391,49.28001773868029,False,none
2024-10-01 07:05:00,1382.1240499999994,1350.0,27.62325,32.12404999999944,50.0348094449422,False,none
2024-10-01 07:10:00,1371.8797999999997,1350.0,27.62325,21.879799999999705,49.66395337261183,False,none
2024-10-01 07:15:00,1374.36945,1350.0,27.62325,24.369449999999915,49.7540821590508,False,none
2024-10-01 07:20:00,1360.063275,1350.0,27.62325,10.063274999999976,49.236178762455545,False,none
